recipe_id,heat_process,yield
5R4V,Unknown,92.5
12KG,Unknown,99.42
NH2T,Unknown,21.25
U19F,Unknown,99.93
BZF4,Unknown,95.23
N12P,70°C for 10 min,37.58
OOZ0,Unknown,95.79
G4QQ,50°C for 10 min,96.68
DZU4,Freezing for 20 min,96.86
O8IC,Unknown,96.92
DD6N,70°C for 10 min,95.32
N5QB,Freezing for 20 min,93.45
3AUL,Unknown,93.74
RGJC,50°C for 10 min,99.02
MQQD,20°C for 60 min,94.71
ERBL,Unknown,92.36
3YOQ,Unknown,90.33
AMIU,Freezing for 20 min,93.1
6R72,Unknown,94.37
KQFH,Unknown,96.55
KZ46,Unknown,92.69
2DXA,Unknown,91.67
4U2S,Unknown,93.52
Z5PV,Unknown,92.33
H9MR,Unknown,91.33
B1HF,Unknown,91.3
R1UT,Unknown,94.69
6Y84,Unknown,92.96
RJIB,Unknown,93.4
1CJ1,Unknown,90.44
LRR4,Unknown,99.12
L7IT,Unknown,95.76
4Y2Y,70°C for 10 min,94.05
5MUI,Unknown,90.9
3D65,50°C for 10 min,24.96
QNM5,Unknown,97.14
VQCG,Unknown,22.71
U4KQ,Unknown,95.89
JAO6,Unknown,90.6
G91J,Unknown,91.97
ME2N,Unknown,96.94
9JCH,Steaming,95.62
KDSY,Unknown,95.19
2FRU,Unknown,93.28
UJVE,50°C for 10 min,92.12
OXRN,70°C for 10 min,94.11
3OBQ,Unknown,98.32
E5L1,Unknown,44.87
IID1,Freezing for 20 min,99.75
5ZE2,Unknown,94.13
8FZM,Unknown,98.41
54IA,Unknown,94.41
OTBL,Unknown,95.92
70KR,50°C for 10 min,93.98
W4V8,50°C for 10 min,97.41
1SEG,70°C for 10 min,93.86
A10H,Freezing for 20 min,97.44
6RBQ,Steaming,96.78
TRKC,Unknown,98.41
LRIL,70°C for 10 min,95.27
YS4V,Unknown,98.59
Q2RV,Unknown,91.73
COUI,Unknown,91.01
24CO,Unknown,90.79
PWJ0,Unknown,97.1
TQNC,Unknown,96.32
UIJY,Unknown,98.56
EUP6,Unknown,97.73
IDIP,Unknown,93.55
7F0T,Freezing for 20 min,97.9
LLNE,Unknown,39.22
Z1AM,Unknown,98.28
GHIK,Unknown,93.19
H8DN,Unknown,91.4
2Y22,Unknown,95.21
57I6,Unknown,98.47
3SZX,Unknown,98.19
IHUT,Steaming,99.73
YE7N,Unknown,91.7
KPKV,50°C for 10 min,90.91
R7EB,Unknown,95.24
7U1O,Unknown,96.77
TF4F,Unknown,96.74
IIF0,Unknown,96.66
ZJFW,Unknown,99.95
B55W,Unknown,93.95
BZPH,Freezing for 20 min,63.21
H02U,Unknown,99.25
N1X8,Unknown,95.03
4MR5,20°C for 60 min,88.54
EHOC,Unknown,91.36
30WD,Unknown,99.15
PL0X,Unknown,96.84
PZI6,Steaming,94.02
V44V,Unknown,96.13
04WT,Unknown,88.51
8EHL,Unknown,99.32
6HOP,Unknown,99.01
K3MM,70°C for 10 min,96.95
R3O5,50°C for 10 min,91.58
G7I9,Unknown,20.27
UXQ0,Unknown,96.46
8KDG,Unknown,99.4
P0I5,Freezing for 20 min,90.39
69PD,Unknown,93.8
1N63,Unknown,99.03
Y0DA,Unknown,90.45
Z6CI,Freezing for 20 min,98.32
SYFM,Unknown,93.18
GRS7,Unknown,45.63
RWHU,20°C for 60 min,96.73
JII6,Unknown,96.74
NKZ6,Unknown,93.95
PQCD,Unknown,99.54
BC28,Unknown,93.97
MF6R,Unknown,97.96
SVB3,Unknown,96.21
MT40,Unknown,93.94
P8EL,20°C for 60 min,91.74
JE05,70°C for 10 min,93.52
ZQS7,Steaming,98.06
Z1AY,Unknown,97.07
6MN4,Unknown,97.15
STC2,Unknown,95.64
WX53,Freezing for 20 min,90.46
55F3,50°C for 10 min,91.58
WCFP,Unknown,40.78
V1W9,Unknown,96.44
WNRT,Unknown,90.49
0XA9,Unknown,97.29
SC2G,Unknown,94.59
51Q8,20°C for 60 min,99.27
NM0J,Unknown,90.14
GUZU,Unknown,93.46
RJMX,Steaming,95.94
61IL,Steaming,92.32
222L,Unknown,94.89
7PTC,Steaming,99.8
HPJF,Unknown,90.97
1B4M,Unknown,92.58
39LD,Freezing for 20 min,95.89
DU9T,70°C for 10 min,99.6
ERKI,Unknown,99.0
BLOT,Unknown,97.91
X7WI,Unknown,96.76
ZHLT,Steaming,96.92
X7D1,Unknown,98.35
URT1,Freezing for 20 min,99.02
QEZK,Unknown,91.36
1MND,Unknown,94.75
UV68,Unknown,98.79
SKNQ,50°C for 10 min,92.81
BKKE,Freezing for 20 min,98.12
KSMI,Unknown,94.11
YQPZ,Unknown,97.14
Q9FB,70°C for 10 min,95.14
Y2G5,Unknown,93.47
93KN,50°C for 10 min,99.5
LGB3,70°C for 10 min,97.67
TB84,Unknown,93.35
3EA3,Unknown,93.8
4PPA,70°C for 10 min,94.55
3EKQ,Unknown,96.09
LTK4,Unknown,97.58
63K1,Unknown,24.38
DNI9,Unknown,98.17
8MRS,70°C for 10 min,92.77
I1A8,Freezing for 20 min,99.55
4CNU,Unknown,96.4
7KM2,Unknown,97.77
J15B,Unknown,95.69
NG0V,Unknown,97.81
TF5B,Freezing for 20 min,90.85
OHF5,Unknown,90.7
8XHV,Unknown,99.09
ZRJL,Unknown,98.67
PCVC,Unknown,96.83
ECRF,Steaming,97.76
BUO0,Unknown,92.64
3ITH,Unknown,96.19
W625,70°C for 10 min,91.51
7HAK,Unknown,92.11
5IQK,Unknown,91.45
ZHKI,Unknown,98.5
D0CJ,Unknown,92.02
U7NS,Unknown,90.89
D0VU,Unknown,91.88
826R,Unknown,96.04
BCNQ,Unknown,92.08
BR7R,Unknown,96.24
3ZXU,Unknown,99.54
62YV,Unknown,96.08
K9WI,Unknown,98.28
KH38,Unknown,95.79
FJ5Z,Steaming,97.45
HV3F,Unknown,91.03
MQZC,Unknown,95.68
9Z2Y,Unknown,97.47
I1W0,Unknown,95.06
IIV0,Unknown,92.34
7LZ1,Unknown,96.41
UBB7,Unknown,90.16
94HK,Unknown,91.51
QJ6I,Unknown,97.59
7VDY,50°C for 10 min,95.2
UMRS,Unknown,33.39
3A02,Unknown,98.64
6PTE,Unknown,95.34
KFOY,Unknown,92.44
JT4A,Freezing for 20 min,90.81
DVVV,Unknown,90.89
CQ6X,Unknown,95.44
0FJ6,70°C for 10 min,96.11
P8XX,Unknown,98.14
VHYB,Unknown,91.18
LUK3,Unknown,96.09
J54G,Freezing for 20 min,97.62
226D,20°C for 60 min,98.71
9RFB,Unknown,91.24
HWSP,Steaming,97.22
820N,Unknown,94.61
KZFE,Unknown,98.8
I8EE,Freezing for 20 min,98.23
JUHU,Unknown,95.32
9IQM,20°C for 60 min,97.97
8TBW,Unknown,98.53
KU6T,Freezing for 20 min,94.57
TIA8,Freezing for 20 min,93.66
03MH,Unknown,98.58
BY13,Unknown,94.75
0HIW,Unknown,97.63
7D7T,Unknown,96.84
DNMC,Unknown,94.4
UMJR,Unknown,93.24
HUR1,70°C for 10 min,94.6
CN9D,Unknown,94.95
SPFQ,Unknown,92.56
YGZT,Unknown,97.22
GWQN,Steaming,97.03
N7TO,Steaming,94.72
M51A,Unknown,92.96
R2GX,Unknown,95.84
1G7M,Unknown,94.99
KLJO,Unknown,96.68
FGPB,Freezing for 20 min,99.82
O8QN,70°C for 10 min,93.98
0RBL,20°C for 60 min,92.55
O1JA,Unknown,97.76
LVHN,Unknown,98.08
IZLJ,Unknown,93.43
WXA7,70°C for 10 min,99.73
02DQ,Steaming,97.28
0CYM,Steaming,96.62
G2KS,Unknown,95.18
AT1C,Unknown,99.78
ADLR,20°C for 60 min,90.68
3PMR,Unknown,97.21
8SVY,Unknown,95.3
1FLZ,50°C for 10 min,93.05
QOIT,Unknown,91.3
KC8N,50°C for 10 min,93.45
TWRI,Freezing for 20 min,98.78
AS2V,Unknown,76.78
NZW7,Unknown,92.52
RMGY,50°C for 10 min,98.72
IWJF,Unknown,92.71
80AR,Unknown,99.05
7B33,Unknown,96.62
YRNK,Unknown,92.57
QJ8P,50°C for 10 min,99.79
D9CE,Steaming,96.75
7YHR,20°C for 60 min,95.89
73VF,Unknown,90.53
GYIO,20°C for 60 min,71.59
DUQU,Unknown,99.41
V7XF,Unknown,91.37
KC6Z,Unknown,38.16
XR8I,70°C for 10 min,90.87
V7LT,50°C for 10 min,95.21
4QWS,Steaming,96.06
6UWW,Steaming,92.23
34RA,Unknown,97.5
TUNX,50°C for 10 min,91.3
1TBZ,Steaming,98.32
NAQD,Unknown,91.48
F6ZJ,70°C for 10 min,73.39
534G,Unknown,90.44
UF3E,Unknown,94.0
16KL,Steaming,96.58
I4SP,Unknown,98.6
VUA0,Unknown,90.74
ZPOI,Unknown,94.31
ZM59,Unknown,95.36
J6ZW,Unknown,98.5
77IF,Unknown,98.18
YBKO,20°C for 60 min,99.52
RK5C,Unknown,95.95
F0QD,Unknown,99.8
19N3,20°C for 60 min,26.12
K0F2,Unknown,97.36
3U16,Steaming,96.02
JGHG,Unknown,91.01
KAML,Freezing for 20 min,97.64
RNM4,Unknown,96.18
AH8R,Unknown,96.77
0ZMB,Unknown,94.2
4KIB,Unknown,98.62
OWNT,70°C for 10 min,91.6
71QU,Freezing for 20 min,94.66
CMQR,Unknown,90.56
B0NA,Freezing for 20 min,96.29
3SW7,Unknown,99.15
1K4Q,Unknown,91.29
JQHA,Unknown,97.78
LXRW,50°C for 10 min,95.1
R133,Unknown,90.07
GXP3,Unknown,92.78
XT6K,20°C for 60 min,97.71
UNF1,Unknown,71.17
3XXD,Unknown,91.41
OMOH,Unknown,91.44
L3PY,50°C for 10 min,98.17
KX3X,Unknown,97.52
T0BJ,Unknown,92.69
V3UF,Unknown,93.65
E98C,Unknown,98.58
XKO5,50°C for 10 min,95.88
LYVZ,Unknown,99.82
HKHN,Unknown,32.34
4P43,70°C for 10 min,97.83
0768,Unknown,90.85
LGC6,Steaming,64.46
J6VM,Unknown,96.62
2YH9,Steaming,94.92
X8KM,Unknown,90.8
D5HQ,Unknown,95.11
502B,Freezing for 20 min,92.71
H58Y,Unknown,96.17
7M37,Unknown,93.89
IHH5,Unknown,92.79
K173,Unknown,91.86
TQOA,Steaming,91.62
6XKV,Unknown,95.12
SAN9,Unknown,90.69
PKNT,Unknown,95.26
JC4G,Unknown,92.82
WJN7,Unknown,97.4
YX88,Steaming,99.64
BLOJ,50°C for 10 min,99.66
F5SL,Unknown,97.19
QT2H,50°C for 10 min,94.47
V08E,Unknown,97.8
144A,Unknown,98.9
MMSH,50°C for 10 min,93.57
W4II,Unknown,71.88
EZTZ,Unknown,90.25
DQTI,Unknown,97.48
LEZH,Unknown,94.34
JRNY,50°C for 10 min,92.93
IRAJ,Unknown,99.31
V98O,Unknown,90.22
LH8H,Unknown,92.48
FGXY,Unknown,99.48
3IRO,70°C for 10 min,99.85
AVWU,Unknown,96.45
U8UM,Unknown,96.19
GXPB,Unknown,98.03
WP43,Unknown,99.76
3NE2,Unknown,96.67
MJG2,20°C for 60 min,90.87
0R3E,Freezing for 20 min,90.11
0MQ0,50°C for 10 min,96.39
XVXS,Steaming,93.05
KXQZ,Unknown,91.91
ALH0,50°C for 10 min,96.27
IYR9,Unknown,90.43
M14F,Unknown,96.01
C967,Freezing for 20 min,38.8
8828,Unknown,52.96
RQRC,Unknown,83.86
G1VQ,Unknown,90.08
KKMC,Steaming,93.72
Z2LE,Unknown,97.54
QS5H,Unknown,95.53
Y5RY,Unknown,90.91
3VTF,Unknown,90.43
2IKJ,Steaming,94.86
AVGJ,Unknown,97.66
MR28,Steaming,92.02
QKET,Unknown,90.03
ZPVG,50°C for 10 min,96.72
HY67,Unknown,90.39
ZL0D,Unknown,92.41
45T1,Unknown,93.42
RYB2,Freezing for 20 min,96.31
7D2V,Unknown,92.56
NOHX,20°C for 60 min,95.68
YGY0,Unknown,94.66
IAQI,50°C for 10 min,59.12
TJT2,Unknown,98.94
ZGG9,Unknown,91.54
SK13,Unknown,94.72
6RWP,20°C for 60 min,95.83
H22S,Unknown,47.83
RPXO,50°C for 10 min,98.75
OTHW,Unknown,90.91
YR7U,Unknown,92.89
X8LW,Steaming,98.32
20LX,Unknown,64.27
6EIY,Unknown,99.2
Y5L9,Unknown,97.76
Z2SE,50°C for 10 min,95.54
W465,Unknown,92.47
3FAH,Unknown,93.56
OZ3D,20°C for 60 min,94.16
HW12,Freezing for 20 min,96.15
3WCO,Unknown,92.57
ZDIZ,Unknown,36.68
RFY2,Unknown,94.87
JUZ0,Unknown,99.55
W561,Unknown,91.95
HMMF,70°C for 10 min,89.18
0NM3,Unknown,92.19
2WGB,Freezing for 20 min,98.96
2CLA,50°C for 10 min,97.03
8OOO,Steaming,99.17
1JIC,Unknown,68.67
5BU3,Freezing for 20 min,91.41
WK53,70°C for 10 min,83.72
JX80,Unknown,92.43
32F7,Unknown,99.17
4EQB,Unknown,99.32
25G5,Unknown,91.26
RUKY,Unknown,64.9
3922,Unknown,99.07
F6XI,Freezing for 20 min,98.96
IOX7,70°C for 10 min,42.64
P6C9,Unknown,98.8
11Z5,Unknown,92.91
ARPI,Unknown,65.75
AI2Y,70°C for 10 min,89.18
JHVD,Unknown,98.87
AUF5,Unknown,91.53
ZTFW,Unknown,92.26
3U8N,Unknown,59.67
7B1X,Unknown,91.81
TZWJ,Unknown,22.56
OADI,Unknown,93.16
HIQM,50°C for 10 min,97.7
PTVH,Unknown,96.72
JUAH,Unknown,91.9
7A2V,Unknown,94.02
ZRK5,Unknown,93.31
2RMH,Unknown,95.45
DDRP,Unknown,33.21
E2WZ,Unknown,91.19
TRSD,Unknown,94.36
4UXN,Unknown,95.76
P40N,Unknown,99.71
T9S2,Unknown,90.2
MF8R,Unknown,95.02
3G3U,20°C for 60 min,97.72
N7ML,Unknown,95.9
MW6S,Unknown,94.34
DMJU,50°C for 10 min,97.38
KGTY,Freezing for 20 min,97.78
BO1C,Unknown,90.36
DRGV,20°C for 60 min,91.42
DSQA,Unknown,91.43
B7W2,20°C for 60 min,96.98
3QZZ,Unknown,96.39
3FGE,Unknown,97.85
NBR8,Unknown,90.49
AM7G,20°C for 60 min,94.75
6U53,Unknown,97.2
OB4T,Unknown,96.91
5AN8,Unknown,92.17
HD3U,Unknown,94.43
VUBA,Unknown,31.1
3NPK,Unknown,99.02
XOA9,Unknown,92.8
ZLBM,50°C for 10 min,97.71
GFEN,Unknown,91.48
WAHG,Unknown,24.76
UP4T,50°C for 10 min,98.46
DNKY,70°C for 10 min,94.79
4EQM,20°C for 60 min,94.16
K8PM,Unknown,92.11
1IJJ,20°C for 60 min,40.69
IZTP,Unknown,90.03
ZPB0,Freezing for 20 min,99.04
BSEO,Unknown,91.32
WEBF,Unknown,96.29
NJAY,20°C for 60 min,97.27
OJO7,Freezing for 20 min,90.1
8TCB,20°C for 60 min,98.49
WKRS,Unknown,98.04
L55C,Unknown,90.49
TUPF,Unknown,97.21
2I09,20°C for 60 min,98.48
E2NA,Unknown,92.27
T5GH,Steaming,34.25
QO8V,20°C for 60 min,90.19
DK8E,50°C for 10 min,97.77
KB88,Unknown,90.0
J7BW,Unknown,90.85
E8W1,Unknown,95.48
NRGO,Unknown,92.13
A2QH,Unknown,43.89
9SJU,Unknown,98.23
E5A7,50°C for 10 min,94.38
1GJX,Freezing for 20 min,97.43
BDAF,Unknown,90.22
GZB0,Unknown,90.26
988Q,Unknown,96.38
PT1Y,Freezing for 20 min,92.51
X07Z,Freezing for 20 min,95.13
950E,Unknown,93.47
OKBR,Unknown,98.16
5XAX,Unknown,97.87
MB4F,50°C for 10 min,91.15
PVX2,Unknown,27.14
PEJ4,Unknown,92.33
OPCW,50°C for 10 min,96.53
TJSP,Unknown,95.15
Z7Y8,Unknown,90.83
229G,Unknown,90.13
00T2,Unknown,97.25
MA00,Unknown,95.15
LJQL,Freezing for 20 min,95.18
69A8,Unknown,39.24
IYGX,Steaming,96.18
OZ7A,Unknown,95.46
LGEX,Unknown,98.31
JENE,20°C for 60 min,98.59
IC94,Unknown,94.03
TGVH,Unknown,90.49
7ZRG,70°C for 10 min,95.43
YQFS,Unknown,93.32
R3SJ,Unknown,94.65
T3UG,Unknown,97.67
FUUD,Freezing for 20 min,76.49
F647,Unknown,97.58
RJ7H,20°C for 60 min,93.06
Q7P1,Unknown,99.28
SE0T,20°C for 60 min,95.23
0SR5,Unknown,92.95
WSFC,Unknown,91.14
DHWY,20°C for 60 min,90.6
2O4J,Unknown,66.17
HM7T,Unknown,98.22
DSBB,Unknown,98.56
0ZNL,Unknown,98.75
AJFI,Unknown,95.39
SRDV,Unknown,92.32
09I2,Freezing for 20 min,98.08
FQIA,Unknown,98.78
AOXY,Freezing for 20 min,95.01
9UQ2,Unknown,99.81
NXEI,Unknown,95.05
T6MW,Unknown,61.42
D0TK,Unknown,92.85
R6JV,50°C for 10 min,92.18
LOLB,Unknown,94.04
LRA1,50°C for 10 min,98.8
QXFV,Unknown,90.32
YFKQ,Unknown,93.53
7FW6,Unknown,92.42
AEM8,Unknown,45.05
9EHO,Unknown,98.65
RAQE,Unknown,99.0
RMEM,Unknown,99.54
DATK,50°C for 10 min,94.39
LIRT,70°C for 10 min,90.58
9OC8,Unknown,90.45
H716,Unknown,39.94
U79K,Unknown,98.87
AL1F,20°C for 60 min,98.69
ICY0,Freezing for 20 min,92.84
IUXN,Unknown,97.68
IBA5,Unknown,98.97
NQ1H,Unknown,90.75
ZL47,20°C for 60 min,92.74
YK4W,Freezing for 20 min,91.43
S2B1,Unknown,95.01
2QTR,Unknown,94.17
BT6M,Unknown,95.2
YZ5O,20°C for 60 min,97.04
DDDN,Unknown,98.71
22YN,Unknown,93.58
LSXD,Unknown,98.87
6U9Q,Unknown,93.75
8KY4,20°C for 60 min,70.62
BSLR,50°C for 10 min,90.71
WVTI,Steaming,96.52
H3UK,Unknown,99.15
X29H,Unknown,92.15
QXFW,Unknown,94.83
RDCW,70°C for 10 min,92.98
46S2,Unknown,96.55
XYVV,Unknown,99.84
ZKJY,Unknown,93.51
S354,Unknown,92.79
M7ET,Unknown,98.67
UM1K,Unknown,90.69
MIEV,Unknown,91.59
VDHI,Unknown,98.31
XD2K,Unknown,98.52
FTS6,Unknown,98.09
SHRQ,Unknown,91.88
Y31B,Unknown,95.23
T73C,Unknown,90.98
ISZR,Unknown,90.37
L25E,Unknown,97.15
X6DN,Unknown,40.34
GVWW,Unknown,98.85
BTMK,Unknown,90.48
GJ3R,Unknown,92.0
5V7X,70°C for 10 min,90.5
N3KY,Unknown,40.54
AOU1,Unknown,96.97
7L31,Unknown,90.32
W1MN,Unknown,90.11
4039,Unknown,95.78
8LV6,Unknown,94.06
CGK9,Unknown,93.86
KRE1,Freezing for 20 min,32.58
0OLS,Unknown,99.26
VJPR,Steaming,97.21
XN6O,Unknown,91.32
UED5,Unknown,32.73
NMNU,Unknown,92.9
2JCW,Unknown,94.67
Y6R8,50°C for 10 min,99.98
7M06,Unknown,29.42
WMQ0,Unknown,98.26
T87D,Unknown,92.09
V5PS,Unknown,91.96
WQ5U,Unknown,94.01
2NZD,Unknown,98.46
0HEB,Steaming,95.2
67IU,Unknown,96.45
UWVP,Unknown,91.07
W4YM,Freezing for 20 min,97.69
N7K0,20°C for 60 min,92.35
QD5P,20°C for 60 min,90.75
KVG1,Unknown,97.7
L2W8,50°C for 10 min,95.1
2OS4,70°C for 10 min,91.03
YR8D,20°C for 60 min,97.59
O9OT,Unknown,91.13
3DF1,Unknown,94.12
FWQ8,Unknown,97.89
GOQZ,Unknown,95.56
PLJ9,Unknown,98.41
J8N3,Steaming,91.65
L82J,Unknown,90.4
1YPB,Unknown,90.27
J427,50°C for 10 min,94.77
Q66O,70°C for 10 min,99.8
VA2Y,Unknown,32.88
J5TA,50°C for 10 min,97.1
S62M,Unknown,97.37
7822,Unknown,94.58
T6YU,Unknown,94.14
A8M0,Unknown,92.41
70IN,Unknown,96.59
TK49,Steaming,98.69
RUMW,Unknown,95.1
G7O2,Unknown,91.66
X37Z,Steaming,95.47
LKX4,70°C for 10 min,44.99
VOB3,Unknown,95.61
203L,Steaming,97.36
DUCV,20°C for 60 min,91.74
ZJ3W,Unknown,46.35
TO7J,Unknown,94.79
LTG7,Unknown,92.58
AV4Z,Unknown,35.49
VGIM,70°C for 10 min,74.8
ZX20,Unknown,90.53
ZCDY,Unknown,98.82
XTRH,Unknown,95.45
11B4,Unknown,96.19
6WJX,20°C for 60 min,95.63
PZDM,Unknown,95.76
I0RV,Unknown,98.97
MZIE,Unknown,90.73
5CSF,Unknown,98.34
GBUL,Unknown,92.61
GLSX,50°C for 10 min,92.2
LMXN,Unknown,38.27
QOQ4,Unknown,99.23
FVGS,Unknown,97.8
JN9W,Freezing for 20 min,93.42
2YA4,Unknown,64.75
7A3C,Unknown,92.1
NOZM,Steaming,96.25
4RDW,Unknown,99.56
E1FE,Unknown,90.29
92UP,Unknown,92.94
H5P9,Freezing for 20 min,96.05
VE8W,20°C for 60 min,91.15
3O8M,Unknown,94.38
LU5A,Unknown,94.88
TOZT,Unknown,93.75
LLQZ,20°C for 60 min,92.18
P5YB,Steaming,97.9
3YIC,20°C for 60 min,93.06
8JTR,Unknown,98.29
7LAP,Unknown,90.42
Q5L4,70°C for 10 min,95.51
SM0D,Steaming,94.0
VXJ2,Unknown,95.28
FBRA,70°C for 10 min,93.9
GYNF,Unknown,99.4
FTPF,Unknown,90.04
R0B5,Unknown,91.55
KAZB,Unknown,93.23
L5J8,Unknown,90.3
57Y1,Unknown,93.99
TW19,Unknown,98.06
KD3C,70°C for 10 min,97.18
MWBX,Steaming,93.21
GFLA,50°C for 10 min,99.41
7YB3,Unknown,96.69
9ZSL,Steaming,98.58
OZVK,Steaming,91.73
RPZE,Unknown,95.41
M628,Unknown,94.85
4JUB,20°C for 60 min,95.73
QGT0,20°C for 60 min,100.0
G070,Unknown,93.91
F5UM,Unknown,98.77
LCFT,Unknown,90.95
ES4U,Unknown,94.72
WKN6,Unknown,94.25
H336,Unknown,93.11
DMMS,Steaming,96.0
8P6B,70°C for 10 min,65.97
3S6E,20°C for 60 min,90.95
DU96,Steaming,98.67
RGP0,Unknown,99.92
EGEU,Unknown,91.17
KX90,Freezing for 20 min,76.13
IJ3I,Unknown,96.41
71H0,Steaming,98.75
YQAW,Steaming,92.42
OKGT,Unknown,92.74
018V,Freezing for 20 min,95.0
836B,Unknown,96.61
62NZ,50°C for 10 min,93.0
G19A,Unknown,92.07
UQE2,Unknown,69.25
0W20,Unknown,94.57
73OA,Steaming,96.77
O41H,Unknown,96.84
8TO2,Steaming,95.78
SN31,Unknown,94.31
72DT,Unknown,90.03
BLPT,Unknown,98.36
RDS4,Unknown,91.11
1C1J,20°C for 60 min,95.64
LXDJ,20°C for 60 min,91.31
A67P,Unknown,99.82
477D,Unknown,90.73
KAME,Unknown,96.77
12TJ,Unknown,92.8
9FY3,50°C for 10 min,91.94
QT5X,Unknown,90.59
T61L,Unknown,92.82
W0XH,50°C for 10 min,94.0
CG6K,Unknown,98.31
L6XV,Unknown,99.52
FOPZ,Unknown,93.52
HVTY,Unknown,90.98
EE28,Unknown,97.47
0UQM,Unknown,93.12
PEL6,70°C for 10 min,90.78
G0JK,Unknown,90.34
0BDO,Freezing for 20 min,92.26
6HG7,Steaming,92.82
JTUC,Unknown,95.7
65OY,Steaming,96.68
LO20,50°C for 10 min,94.83
86CL,20°C for 60 min,92.11
4MXG,50°C for 10 min,93.97
NGQU,Unknown,95.8
2TI1,Steaming,98.65
T54U,Unknown,96.15
BHNP,Unknown,90.02
4EP4,Unknown,99.46
S6GD,70°C for 10 min,98.35
RWY1,Unknown,94.63
7VIF,Unknown,91.06
DHUN,Unknown,98.94
GTWR,Unknown,91.51
Y6HZ,20°C for 60 min,90.34
83Y9,Freezing for 20 min,96.19
M8KW,50°C for 10 min,95.04
UJ9X,Unknown,96.3
8KP6,70°C for 10 min,91.15
HK0U,Steaming,90.33
6GYA,Unknown,90.21
32FR,Unknown,92.64
3UDH,Unknown,59.58
NWTG,Unknown,96.26
SX01,20°C for 60 min,93.96
B91A,Unknown,93.55
RYKX,Steaming,91.57
8GVB,Unknown,94.38
ELQW,Unknown,99.42
7G58,Unknown,99.29
6HNT,Unknown,95.37
9XE9,Unknown,95.43
8IT0,Unknown,94.61
9HZ9,70°C for 10 min,96.0
ZHMY,20°C for 60 min,87.67
BMCA,50°C for 10 min,90.96
UX74,Unknown,99.61
LA1A,Unknown,95.59
R5IT,Freezing for 20 min,96.19
E7H4,Unknown,95.85
YP4D,50°C for 10 min,98.05
R4R1,Unknown,90.92
52MA,Unknown,98.34
QUPP,Freezing for 20 min,98.69
XLOH,Unknown,94.88
QU5R,70°C for 10 min,98.14
IC2F,Unknown,94.22
D4GW,Unknown,98.51
1X83,Unknown,84.88
BQED,Unknown,91.33
SVWU,Unknown,94.06
2BAL,Freezing for 20 min,98.5
F71K,Unknown,99.92
ABXW,Unknown,95.34
PSKF,20°C for 60 min,95.56
48LI,Unknown,90.26
IHV8,20°C for 60 min,91.71
74PZ,50°C for 10 min,92.2
V3MO,Unknown,48.8
3P0Q,Unknown,96.2
PB2K,Freezing for 20 min,99.07
30Z7,Unknown,98.31
5KHO,Unknown,99.72
7A22,50°C for 10 min,90.54
739A,Unknown,98.41
02MU,Unknown,97.54
S0IQ,Unknown,97.4
ZXQ7,20°C for 60 min,93.24
LX56,Steaming,96.99
BAPI,Unknown,97.68
BL7A,Unknown,94.75
D7OQ,Unknown,99.62
M6S2,Unknown,91.28
CX57,70°C for 10 min,91.49
W7UW,Unknown,98.66
6VDA,20°C for 60 min,98.59
XQ1S,50°C for 10 min,97.7
DSEB,20°C for 60 min,94.08
CAK7,Unknown,90.91
SQ0S,Unknown,98.16
GHBS,Unknown,93.3
N89N,Unknown,92.16
XT1K,Unknown,97.39
SROK,Unknown,92.12
0MKW,Unknown,98.91
VDV2,Unknown,96.02
JWWZ,Unknown,95.92
G9XQ,Unknown,93.6
VOZF,Unknown,91.23
PU3E,Unknown,98.93
QP2O,Unknown,94.7
FSUM,70°C for 10 min,90.9
5VC2,Freezing for 20 min,99.44
ECNT,Unknown,61.35
JKPQ,Unknown,97.0
VU59,Unknown,99.0
HXUT,Steaming,47.7
DDZL,Unknown,36.53
XWB0,Unknown,66.25
FHVI,Unknown,41.49
4U0X,Unknown,92.58
RBNU,Unknown,95.72
XY2A,Unknown,95.56
U4UW,Steaming,90.23
1D0I,Unknown,97.06
WI9I,Unknown,97.91
IAY0,Unknown,94.8
TMKQ,Unknown,59.6
QTS5,Unknown,92.2
L6WS,Unknown,98.16
4VCA,Unknown,98.67
KK4W,Unknown,90.16
CPHS,Unknown,90.72
WU22,70°C for 10 min,92.25
14V2,Unknown,92.75
LFO9,70°C for 10 min,90.84
O4WN,Unknown,94.27
TASQ,Freezing for 20 min,93.29
GPE9,Unknown,91.98
6CFR,Unknown,95.17
NCD7,Unknown,91.32
J8DH,Freezing for 20 min,95.28
22HQ,Unknown,98.06
HPKD,70°C for 10 min,94.73
1H0W,Steaming,96.47
X7WU,Unknown,91.63
WBM9,Unknown,90.61
GGDP,Unknown,95.9
AAQI,Unknown,97.12
1273,Unknown,99.5
ZBFJ,Unknown,96.45
ICUE,50°C for 10 min,91.31
M891,50°C for 10 min,93.21
4W07,50°C for 10 min,62.37
FWU4,Unknown,93.28
NPDI,Unknown,97.39
HGLZ,50°C for 10 min,93.06
RFLU,20°C for 60 min,92.87
9MEV,Unknown,96.47
7ILH,70°C for 10 min,92.32
H5I2,50°C for 10 min,92.39
CTNC,70°C for 10 min,96.28
QMM7,Steaming,91.57
7VRS,Freezing for 20 min,93.62
PI6E,Unknown,38.47
OPHN,50°C for 10 min,95.75
J9AD,Unknown,92.71
W97F,Unknown,98.99
